background0,216,248,88,80,8,8,0,1,1,4294967295
background0,0,0,32,24,8,8,0,1,1,4294967295
background0,8,0,64,16,8,8,0,1,1,4294967295
background0,16,0,64,16,8,8,0,1,1,4294967295
background0,24,0,64,16,8,8,0,1,1,4294967295
background0,32,0,64,16,8,8,0,1,1,4294967295
background0,40,0,64,16,8,8,0,1,1,4294967295
background0,48,0,64,16,8,8,0,1,1,4294967295
background0,56,0,64,16,8,8,0,1,1,4294967295
background0,64,0,64,16,8,8,0,1,1,4294967295
background0,72,0,64,16,8,8,0,1,1,4294967295
background0,80,0,64,16,8,8,0,1,1,4294967295
background0,88,0,64,16,8,8,0,1,1,4294967295
background0,96,0,64,16,8,8,0,1,1,4294967295
background0,128,0,64,16,8,8,0,1,1,4294967295
background0,136,0,64,16,8,8,0,1,1,4294967295
background0,144,0,64,16,8,8,0,1,1,4294967295
background0,152,0,64,16,8,8,0,1,1,4294967295
background0,160,0,64,16,8,8,0,1,1,4294967295
background0,168,0,64,16,8,8,0,1,1,4294967295
background0,176,0,64,16,8,8,0,1,1,4294967295
background0,184,0,64,16,8,8,0,1,1,4294967295
background0,192,0,64,16,8,8,0,1,1,4294967295
background0,200,0,64,16,8,8,0,1,1,4294967295
background0,208,0,64,16,8,8,0,1,1,4294967295
background0,216,0,56,24,8,8,0,1,1,4294967295
background0,120,0,64,16,8,8,0,1,1,4294967295
background0,104,0,40,24,8,8,0,1,1,4294967295
background0,112,0,48,24,8,8,0,1,1,4294967295
background0,112,8,48,8,8,8,0,1,1,4294967295
background0,104,8,32,8,8,8,0,1,1,4294967295
background0,112,16,48,8,8,8,0,1,1,4294967295
background0,104,16,32,8,8,8,0,1,1,4294967295
background0,104,24,32,8,8,8,0,1,1,4294967295
background0,104,32,32,16,8,8,0,1,1,4294967295
background0,112,32,48,16,8,8,0,1,1,4294967295
background0,112,24,48,8,8,8,0,1,1,4294967295
background0,0,8,72,8,8,8,0,1,1,4294967295
background0,0,16,72,8,8,8,0,1,1,4294967295
background0,0,24,72,8,8,8,0,1,1,4294967295
background0,0,32,72,8,8,8,0,1,1,4294967295
background0,0,40,72,8,8,8,0,1,1,4294967295
background0,16,16,32,0,8,8,0,1,1,4294967295
background0,24,16,40,0,8,8,0,1,1,4294967295
background0,32,16,40,0,8,8,0,1,1,4294967295
background0,40,16,48,0,8,8,0,1,1,4294967295
background0,40,24,48,8,8,8,0,1,1,4294967295
background0,16,24,32,8,8,8,0,1,1,4294967295
background0,16,32,32,16,8,8,0,1,1,4294967295
background0,24,32,40,16,8,8,0,1,1,4294967295
background0,32,32,40,16,8,8,0,1,1,4294967295
background0,40,32,48,16,8,8,0,1,1,4294967295
background0,88,32,48,16,8,8,0,1,1,4294967295
background0,88,16,48,0,8,8,0,1,1,4294967295
background0,80,16,40,0,8,8,0,1,1,4294967295
background0,72,16,40,0,8,8,0,1,1,4294967295
background0,64,16,40,0,8,8,0,1,1,4294967295
background0,56,16,32,0,8,8,0,1,1,4294967295
background0,56,24,32,8,8,8,0,1,1,4294967295
background0,88,24,48,8,8,8,0,1,1,4294967295
background0,56,32,32,16,8,8,0,1,1,4294967295
background0,64,32,40,16,8,8,0,1,1,4294967295
background0,72,32,40,16,8,8,0,1,1,4294967295
background0,80,32,40,16,8,8,0,1,1,4294967295
background0,24,48,40,0,8,8,0,1,1,4294967295
background0,32,48,40,0,8,8,0,1,1,4294967295
background0,40,48,48,0,8,8,0,1,1,4294967295
background0,16,48,32,0,8,8,0,1,1,4294967295
background0,16,56,32,16,8,8,0,1,1,4294967295
background0,24,56,40,16,8,8,0,1,1,4294967295
background0,32,56,40,16,8,8,0,1,1,4294967295
background0,40,56,48,16,8,8,0,1,1,4294967295
background0,216,16,56,8,8,8,0,1,1,4294967295
background0,216,8,56,8,8,8,0,1,1,4294967295
background0,216,24,56,8,8,8,0,1,1,4294967295
background0,216,32,56,8,8,8,0,1,1,4294967295
background0,216,40,56,8,8,8,0,1,1,4294967295
background0,128,32,32,16,8,8,0,1,1,4294967295
background0,128,24,32,8,8,8,0,1,1,4294967295
background0,128,16,32,0,8,8,0,1,1,4294967295
background0,136,16,40,0,8,8,0,1,1,4294967295
background0,144,16,40,0,8,8,0,1,1,4294967295
background0,152,16,40,0,8,8,0,1,1,4294967295
background0,136,32,40,16,8,8,0,1,1,4294967295
background0,144,32,40,16,8,8,0,1,1,4294967295
background0,152,32,40,16,8,8,0,1,1,4294967295
background0,160,32,48,16,8,8,0,1,1,4294967295
background0,160,16,48,0,8,8,0,1,1,4294967295
background0,160,24,48,8,8,8,0,1,1,4294967295
background0,200,32,48,16,8,8,0,1,1,4294967295
background0,192,32,40,16,8,8,0,1,1,4294967295
background0,184,32,40,16,8,8,0,1,1,4294967295
background0,176,32,32,16,8,8,0,1,1,4294967295
background0,176,24,32,8,8,8,0,1,1,4294967295
background0,176,16,32,0,8,8,0,1,1,4294967295
background0,184,16,40,0,8,8,0,1,1,4294967295
background0,192,16,40,0,8,8,0,1,1,4294967295
background0,200,16,48,0,8,8,0,1,1,4294967295
background0,200,24,48,8,8,8,0,1,1,4294967295
background0,200,56,48,16,8,8,0,1,1,4294967295
background0,192,56,40,16,8,8,0,1,1,4294967295
background0,184,56,40,16,8,8,0,1,1,4294967295
background0,176,56,32,16,8,8,0,1,1,4294967295
background0,176,48,32,0,8,8,0,1,1,4294967295
background0,184,48,40,0,8,8,0,1,1,4294967295
background0,192,48,40,0,8,8,0,1,1,4294967295
background0,200,48,48,0,8,8,0,1,1,4294967295
background0,0,48,72,8,8,8,0,1,1,4294967295
background0,0,56,72,8,8,8,0,1,1,4294967295
background0,0,64,72,8,8,8,0,1,1,4294967295
background0,0,72,32,48,8,8,0,1,1,4294967295
background0,40,72,48,0,8,8,0,1,1,4294967295
background0,8,72,64,0,8,8,0,1,1,4294967295
background0,16,72,64,0,8,8,0,1,1,4294967295
background0,24,72,64,0,8,8,0,1,1,4294967295
background0,32,72,64,0,8,8,0,1,1,4294967295
background0,40,80,72,8,8,8,0,1,1,4294967295
background0,40,88,72,8,8,8,0,1,1,4294967295
background0,40,96,72,8,8,8,0,1,1,4294967295
background0,40,104,48,16,8,8,0,1,1,4294967295
background0,32,104,64,16,8,8,0,1,1,4294967295
background0,24,104,64,16,8,8,0,1,1,4294967295
background0,16,104,64,16,8,8,0,1,1,4294967295
background0,8,104,64,16,8,8,0,1,1,4294967295
background0,0,104,64,16,8,8,0,1,1,4294967295
background0,0,120,64,0,8,8,0,1,1,4294967295
background0,8,120,64,0,8,8,0,1,1,4294967295
background0,16,120,64,0,8,8,0,1,1,4294967295
background0,24,120,64,0,8,8,0,1,1,4294967295
background0,32,120,64,0,8,8,0,1,1,4294967295
background0,40,120,48,0,8,8,0,1,1,4294967295
background0,216,48,56,8,8,8,0,1,1,4294967295
background0,216,56,56,8,8,8,0,1,1,4294967295
background0,216,64,56,8,8,8,0,1,1,4294967295
background0,216,72,56,48,8,8,0,1,1,4294967295
background0,208,72,64,0,8,8,0,1,1,4294967295
background0,200,72,64,0,8,8,0,1,1,4294967295
background0,192,72,64,0,8,8,0,1,1,4294967295
background0,184,72,64,0,8,8,0,1,1,4294967295
background0,176,72,32,0,8,8,0,1,1,4294967295
background0,176,80,56,8,8,8,0,1,1,4294967295
background0,176,88,56,8,8,8,0,1,1,4294967295
background0,176,96,56,8,8,8,0,1,1,4294967295
background0,176,104,32,16,8,8,0,1,1,4294967295
